strain	PD	read_uuid	sample	our_read_id	paper_chr_end	paper_n_yprime	paper_ids	paper_switch	our_chr_end	our_n_yprime	our_ids	our_status	our_path	our_entries	our_source	our_mechanism	our_blocks	our_switch
7172	33	e7c356f8-38b3-4e0a-8a18-249364b2a307	7172_day4_with_selection_repeat	SRR33298428.387794	chr9R	3	ID2,ID2,ID1	N	chr9R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R[1-2]:ID1_Gray,ID2_Red > chr12R|chr14L|chr15R|chr16L|chr4R:ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer	chr12R	False
7172	33	e81d43b3-64a7-48d3-bee5-6a098b2cb7e3	7172_day4_with_selection_repeat	SRR33298428.165639	chr2R	3	ID1,ID2,ID2	N	chr2R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R[1-3]:ID1_Gray,ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr3L	subtelomere_switch	chr12R	False
7172	33	e8e0aa3c-86e7-4b64-88af-21262db25dd8	7172_day4_with_selection	SRR33298429.120791	chr15L	5	ID5,ID2,ID3,ID3,ID3	N	chr15L	5.0	ID5_Blue-Light,ID2_Red,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[1-3]:ID5_Blue-Light,ID2_Red,ID3_Orange > chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange	chr14L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr14L3	chr14L	donor_transfer	chr14L	False
7172	33	e9bc29d8-9839-446f-a5b9-33a619476590	7172_day4_with_selection	SRR33298429.576509	chr5R	4	ID3,ID3,ID3,ID1	N	chr5R	4.0	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange(circ x3.0 moderate)	chr5R1|chr14L3|chr14L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	e9c75ac2-059b-48c0-b998-3e85b103c147	7302_day3_with_selection	SRR33298450.488923	chr15R	5	ID2,ID2,ID2,ID2,ID2	N	chr15R	5.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr15R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R1,2,3,6|chr12R6	chr12R	donor_transfer	chr12R	False
7302	28	eb140958-28c1-4bbb-b2f9-005c08515832	7302_day3_with_selection	SRR33298450.304959	chr15R	3	ID2,ID2,ID2	N	chr15R	3.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr15R1|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7172	28	eb22400c-0848-472b-9ba7-d8ffb350bca2	7172_day3_with_selection	SRR33298430.404625	chr6L	4	ID3,ID3,ID2,ID5	N	chr6L	4.0	ID5_Blue-Light,ID2_Red,ID3_Orange,ID3_Orange	1st Y' Change	chr14L[1-3]:ID5_Blue-Light,ID2_Red,ID3_Orange > chr14L[3]:ID3_Orange	chr14L1|chr4R1,2,6;chr16L2|chr14L3|chr14L3	chr14L	subtelomere_switch	chr14L	False
7172	28	ec6d8ad3-ecbb-480f-a89d-84f1f0c26889	7172_day3_with_selection	SRR33298430.449375	chr13R	10	ID6,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	Y	chr13R	10.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID6_Purple-Dark	Y' Gain	chr12R[1-7]:ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red > chr12R|chr4R:ID2_Red,ID2_Red > chr10L|chr9L:ID6_Purple-Dark	chr12R1|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr9L1	chr12R	donor_transfer	chr12R > chr10L|chr9L	True
7302	33	ed1ad3d8-fa2a-45c7-8be3-91896c3bce77	7302_day4_with_selection	SRR33298449.40681	chr8L	3	ID8,ID8,ID7	N	chr8L	3.0	ID7_Yellow,ID2_Red-Light,ID2_Red-Light	1st Y' Change	chr13L[1]:ID7_Yellow > chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr13L3|chr13L4|chr13L4	chr13L	donor_transfer	chr13L > chr12R|chr4R	True
7172	33	edbbab8b-0ace-4a3f-940d-3a60de4f234d	7172_day4_with_selection_repeat	SRR33298428.275796	chr8L	3	ID1,ID2,ID2	N	chr8L	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red	chr8L1|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:3	chr12R|chr4R	False
7302	33	efb1d44c-6204-4e61-b1c7-bb257411bda6	7302_day4_with_selection	SRR33298449.338586	chr4R	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	9.0	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[4-5]:ID2_Red-Light,ID2_Red-Light	chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R5|chr4R4,7;chr12R3,4,5;chr14L2|chr4R5|chr4R1,2,3,6|chr4R1,2,3,6	chr4R	tandem_amplification_same_end	chr4R	False
7172	33	f2ff864b-6503-49b8-a97d-5ae3fd95afff	7172_day4_with_selection	SRR33298429.160226	chr1L	2	ID2,ID4	Y	chr1L	2.0	ID4_Green-Light,ID2_Red	Y' Gain	chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr15R|chr16L|chr4R:ID2_Red	chr6L1|chr4R1,2,6;chr16L2	chr14	unmatched_array	chr2L|chr6L > chr12R|chr14L|chr15R|chr16L|chr4R	True
7172	33	f3474c80-07e1-4bad-8803-38f0fa50ab1d	7172_day4_with_selection_repeat	SRR33298428.145526	chr11R	3	ID4,ID2,ID5	Y	chr11R	3.0	ID5_Blue-Dark,ID2_Red,ID4_Green-Light	Y' Gain	chr16L[1-2]:ID5_Blue-Dark,ID2_Red > chr2L|chr6L:ID4_Green-Light	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr2L1	chr16L	donor_transfer	chr16L > chr2L|chr6L	True
7172	28	f3714def-e5dd-488a-92bf-8d23858a629a	7172_day3_with_selection	SRR33298430.263721	chr3R	3	ID3,ID2,ID5	N	chr3R	3.0	ID5_Blue-Light,ID2_Red,ID3_Orange	Y' Gain	chr14L[1-3]:ID5_Blue-Light,ID2_Red,ID3_Orange	chr14L1|chr4R1,2,6;chr16L2|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	f3ec9b2f-6220-4f71-a848-9f62e5c91389	7302_day3_with_selection	SRR33298450.420986	chr6L	3	ID8,ID7,ID4	N	chr6L	3.0	ID4_Green-Dark,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr6L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	28	f43e22b7-0ab1-45a7-9643-5bb56e56e677	7302_day3_with_selection	SRR33298450.317089	chr12L	3	ID8,ID7,ID1	N	chr12L	3.0	ID1_Gray,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr12L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	f4907755-64c1-44fa-a46e-1ec5fa0ed2bf	7302_day4_with_selection	SRR33298449.399579	chr13L	8	ID7,ID8,ID7,ID7,ID8,ID7,ID8,ID7	N	chr13L	8.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	self[1-3]:ID7_Yellow,ID7_Yellow,ID2_Red-Light,ID7_Yellow(circ x1.3 moderate | alt chr13L[1] + chr13L[1-3])	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3|chr13L3|chr13L4|chr13L3	chr13L	tandem_amplification_same_end	chr13L	False
7302	28	f71fea52-ae6c-4894-a461-22be38881ca9	7302_day3_with_selection	SRR33298450.336080	chr11R	4	ID8,ID7,ID8,ID7	N	chr11R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	f82ca737-29b2-4e10-9b5b-4073001a575a	7172_day4_with_selection	SRR33298429.127478	chr4R	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	7.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	No Change		chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3				
7302	33	f91943bc-c5f3-4e31-98ab-05a6842a1565	7302_day4_with_selection	SRR33298449.67876	chr5R	4	ID3,ID3,ID3,ID1	N	chr5R	4.0	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-5]:ID3_Orange,ID3_Orange,ID3_Orange	chr5R1|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	33	fa272ca5-e88f-4f3a-ac57-cf215b1f89c3	7172_day4_with_selection_repeat	SRR33298428.186371	chr11R	4	ID2,ID2,ID2,ID2	N	chr11R	4.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[1-4]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
7302	28	fb19124b-d0a5-4522-880a-0ec297cdf2fd	7302_day3_with_selection	SRR33298450.531449	chr13R	6	ID3,ID3,ID3,ID3,ID2,ID5	N	chr13R	6.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr14L[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > chr14L[3]:ID3_Orange	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	subtelomere_switch	chr16L|chr7R > chr14L	True
7172	33	fc7d7664-d085-4ddb-a572-90418cf5ef2a	7172_day4_with_selection_repeat	SRR33298428.109313	chr13L	3	ID2,ID2,ID1	N	chr13L	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R[6-7]:ID2_Red,ID2_Red	chr13L1|chr12R7|chr12R6,8	chr12R	donor_transfer	chr12R	False
7302	28	fcdcd0c0-42a6-458c-ae4e-ed843ddea1b2	7302_day3_with_selection	SRR33298450.500957	chr11R	4	ID7,ID8,ID7,ID8	N	chr11R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	28	fd13b0dd-9293-4cbc-9f7b-1086e0912e0e	7172_day3_with_selection	SRR33298430.450280	chr14L	6	ID2,ID3,ID2,ID3,ID2,ID5	N	chr14L	6.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID2_Red,ID3_Orange,ID2_Red	1st Y' Change	chr7R?[1]:ID5_Blue-Dark > self[2-3]:ID2_Red,ID3_Orange,ID2_Red,ID3_Orange,ID2_Red(circ x2.5 strong)	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr4R1,2,6;chr16L2	chr14L	tandem_amplification_same_end	chr7R > chr14L	True
7302	33	fd52549c-8cdd-4b91-b3df-e2ad74363237	7302_day4_with_selection	SRR33298449.399655	chr12L	7	ID3,ID2,ID2,ID2,ID2,ID2,ID2	N	chr12L	7.0	ID3_Orange,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	1st Y' Change	chr14L[3]:ID3_Orange > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x6.0)	chr14L3,4,5|chr4R1,2,3,6|chr4R1,2,3,6|chr4R1,2,3,6|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr14L	donor_transfer	chr14L	False
7302	28	fe48a918-fbde-435a-b36a-e49a7a72de95	7302_day3_with_selection	SRR33298450.26211	chr3R	4	ID8,ID7,ID8,ID7	N	chr3R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	fef62010-e6b2-4ff0-9859-8105943820e4	7172_day4_with_selection_repeat	SRR33298428.130354	chr7R	3	ID2,ID2,ID5	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red,ID2_Red	Y' Gain	chr16L|chr4R:ID2_Red,ID2_Red	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer_candidates:3	chr16L|chr4R	False
7302	28	feffd4e4-b2bb-460d-a1ec-b7da25bd29d0	7302_day3_with_selection	SRR33298450.57170	chr13L	7	ID7,ID8,ID7,ID8,ID7,ID8,ID7	N	chr13L	7.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	self[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3|chr13L4|chr13L3	chr13L	tandem_amplification_same_end	chr13L	False
7172	33	ff735532-11f1-4d8f-8ecb-d34839ba6671	7172_day4_with_selection_repeat	SRR33298428.306050	chr5R	3	ID2,ID5,ID1	N	chr5R	3.0	ID1_Gray,ID5_Blue-Dark,ID2_Red	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr12R|chr14L|chr15R|chr16L|chr4R:ID2_Red	chr5R1|chr7R1|chr4R1,2,6;chr16L2	chr16L	donor_transfer	chr16L	False
7172	28	ffd9f90d-1795-4259-ba4a-0c93761010b6	7172_day3_with_selection	SRR33298430.317913	chr2R	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr2R	7.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[1-7]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
